"category","expertneeded","length","name","stub"
"Category:Statistical data coding",False,75611,"Castile and León",False
"Category:Data collection",False,79549,"Light pollution",False
"Category:Statistical data sets",False,12830,"Immigration to Pakistan",False
"Category:Decision theory",False,10220,"Stress test (financial)",False
"Category:Fields of application of statistics",False,2921,"Stationary wavelet transform",False
"Category:Statisticians",False,9972,"Andrey Markov",False
"Category:Survey methodology",False,6827,"Student Adaptation to College Questionnaire",False
"Category:Decision theory",False,2292,"Zero game",False
"Category:Stochastic processes",False,1957,"Cheeger bound",True
"Category:Fields of application of statistics",False,19731,"Marquette Nat. Bank of Minneapolis v. First of Omaha Service Corp.",False
"Category:Statistical theory",False,10200,"Integrated information theory",False
"Category:Data analysis",False,1228,"SQLFilter",False
"Category:Information, knowledge, and uncertainty",False,14017,"Learning object metadata",False
"Category:Information, knowledge, and uncertainty",False,11952,"Principal (commercial law)",False
"Category:Decision theory",False,6595,"Pension fund investment in infrastructure",False
"Category:Fields of application of statistics",False,10225,"Underwriting",False
"Category:Fields of application of statistics",False,35891,"Graduate Record Examinations",False
"Category:Fields of application of statistics",False,3032,"First-difference estimator",False
"Category:Statistical data sets",False,20209,"Demographics of Algeria",False
"Category:Fields of application of statistics",False,46889,"Sound amplification by stimulated emission of radiation",False
"Category:Information, knowledge, and uncertainty",False,2208,"Haystack (MIT project)",False
"Category:Statistical data sets",False,9943,"Crime analysis",False
"Category:Information, knowledge, and uncertainty",False,20041,"Digital strategy",False
"Category:Statistical data coding",False,41,"ISO 3166-1:HR",False
"Category:Fields of application of statistics",False,19150,"MacDunleavy/MacNulty physicians of Tirconnell",False
"Category:Data collection",False,4178,"WebSideStory",False
"Category:Fields of application of statistics",False,1730,"Resource allocation (computer)",False
"Category:Fields of application of statistics",False,1292,"Newbler",False
"Category:Statistical data coding",False,39,"ISO 3166-1:HT",False
"Category:Fields of application of statistics",False,64447,"Pandemic",False
"Category:Statistical data coding",False,43,"ISO 3166-1:HK",False
"Category:Stochastic processes",False,5780,"Dissociated press",False
"Category:Fields of application of statistics",False,7365,"Encapsulated PostScript",False
"Category:Statistical data coding",False,42,"ISO 3166-1:HN",False
"Category:Decision theory",False,1411,"Sequential game",False
"Category:Statistical data coding",False,67,"ISO 3166-1:HM",False
"Category:Fields of application of statistics",False,7064,"George W. Comstock",False
"Category:Probability distributions",False,30035,"Bose–Einstein statistics",False
"Category:Fields of application of statistics",False,5482,"Kevin Fenton",False
"Category:Statistical data sets",False,51414,"Demographics of Finland",False
"Category:Statistical data coding",False,2934,"Code (metadata)",False
"Category:Fields of application of statistics",False,4118,"Workcell",False
"Category:Statistics stubs",False,3553,"John Gordon Skellam",False
"Category:Statisticians",False,5571,"Philip Dawid",False
"Category:Fields of application of statistics",False,43462,"OpenVMS",False
"Category:Information, knowledge, and uncertainty",False,1068,"Sequence Ontology",False
"Category:Data analysis",False,4534,"IDistance",False
"Category:Data collection",False,14295,"Talend",False
"Category:Decision theory",False,607,"Electoral list",False
"Category:Statistical data types",False,6897,"False coverage rate",False
"Category:Statistical data sets",False,29111,"Demographics of Pristina",False
"Category:Fields of application of statistics",False,4000,"Digital photo frame",False
"Category:Data collection",False,30135,"Special Detective Unit",False
"Category:Information, knowledge, and uncertainty",False,4910,"Semantic reasoner",False
"Category:Fields of application of statistics",False,13002,"Risk-neutral measure",False
"Category:Statisticians",False,6353,"James C. Hickman",False
"Category:Statistical data coding",False,2379,"East Middle Sweden",False
"Category:Sampling (statistics)",False,14561,"Compensation culture",False
"Category:Information, knowledge, and uncertainty",False,12070,"PANOSE",False
"Category:Fields of application of statistics",False,6627,"Nyquist rate",False
"Category:Fields of application of statistics",False,704,"Transmission coefficient (epidemiology)",False
"Category:Statistical data coding",False,6338,"Hainaut (province)",False
"Category:Fields of application of statistics",False,6037,"Population model",False
"Category:Information, knowledge, and uncertainty",False,1807,"Core lock",False
"Category:Data collection",False,11439,"Night sky",False
"Category:Statistical organizations",False,7677,"Guy Medal",False
"Category:Data collection",False,2910,"Elmo Roper",False
"Category:Fields of application of statistics",False,10562,"Vix Pervenit",False
"Category:Data collection",False,9486,"Concrete slump test",False
"Category:Statistical data sets",False,45048,"Demographics of South Africa",False
"Category:Stochastic processes",False,3986,"Compound Poisson process",False
"Category:Decision theory",False,5935,"AcciMap Approach",False
"Category:Fields of application of statistics",False,16981,"Marathon year rankings",False
"Category:Data analysis",False,2553,"Functional data analysis",False
"Category:Decision theory",False,3939,"Shapley–Shubik power index",False
"Category:Decision theory",False,2460,"Alan D. Taylor",False
"Category:Statistical software",False,1045,"Quantum (Statistical programming language)",False
"Category:Decision theory",False,4149,"Tripartism",False
"Category:Summary statistics",False,3387,"Generalized entropy index",False
"Category:Fields of application of statistics",False,8268,"Janet Lane-Claypon",False
"Category:Decision theory",False,1135,"Fully probabilistic design",False
"Category:Information, knowledge, and uncertainty",False,1978,"Bituah Leumi",False
"Category:Non-parametric statistics",False,7421,"Semiparametric regression",False
"Category:Statistical data sets",False,4585,"Corsican immigration to Venezuela",False
"Category:Decision theory",False,1675,"Think Tank on European Film and Film Policy",False
"Category:Fields of application of statistics",False,767,"Waveform buffer",False
"Category:Statistics stubs",False,2073,"Arthur P. Dempster",False
"Category:Fields of application of statistics",False,8573,"OpenRaster",False
"Category:Fields of application of statistics",False,4184,"Server hog",False
"Category:Fields of application of statistics",False,17623,"Distributed constraint optimization",False
"Category:Fields of application of statistics",False,4784,"Wolfe conditions",False
"Category:Statistical data sets",False,1037,"Census of India",False
"Category:Stochastic processes",False,3788,"Kolmogorov's inequality",False
"Category:Data collection",False,5803,"Stress and duress",False
"Category:Data collection",False,12345,"Zodiacal light",False
"Category:Statistical organizations",False,4454,"Leonard Jimmie Savage",False
"Category:Data collection",False,1234,"Fluorescent microthermography",False
"Category:Fields of application of statistics",False,31351,"Audio power",False
"Category:Statistical software",False,13549,"ADMB",False
"Category:Information, knowledge, and uncertainty",False,1859,"Science, Education and Learning in Freedom",False
"Category:Information, knowledge, and uncertainty",False,14277,"Bordeaux Wine Official Classification of 1855",False
"Category:Decision theory",False,6104,"Bertrand paradox (economics)",False
"Category:Rankings",False,566,"Divergence-from-randomness model",False
"Category:Fields of application of statistics",False,8668,"Lagrangian relaxation",False
"Category:Fields of application of statistics",False,113,"TIFF-FX",False
"Category:Statistical theory",False,2516,"Frisch–Waugh–Lovell theorem",False
"Category:Statistical theory",False,6792,"Asymptotic theory (statistics)",False
